Protein	20161003_004_10188	20161003_006_686	20161003_007_534	20161003_009_10201	20161003_010_10132	20161003_012_10130	20161003_013_217	20161003_015_442	20161003_016_10206	20161003_019_10217	20161003_020_407	20161003_022_10204	20161003_023_397	20161003_025_523	20161003_026_10198	20161003_028_562	20170428_02_heartbiopsy_1	20170428_03_heartbiopsy_2	20170428_05_heartbiopsy_4	20170428_06_heartbiopsy_5	20170428_11_heartbiopsy_3
sp|P10599|THIO_HUMAN	12.95603	12.156845	12.966932	11.75135	13.960025	12.985416	13.909319	13.447236	12.2551365	13.192717	13.466182	14.215802	14.39217	13.379384	12.621875	12.695396	10.961341	13.407656	14.354104	14.478573	14.637786
sp|P10606|COX5B_HUMAN	18.024023	19.066591	17.545465	19.443768	18.477062	20.789492	15.9993725	18.81551	19.242819	18.588854	17.175009	18.818726	18.039043	17.530537	19.519335	20.12758	18.079481	18.317368	18.01445	18.469835	19.82593
sp|P10644|KAP0_HUMAN	13.344018	13.150796	12.81719	13.828974	14.004528	14.607493	13.49046	13.759003	13.564756	13.859991	13.307604	13.737394	13.515838	13.308167	14.00763	13.898288	12.561901	13.439933	13.438838	13.869043	NaN
sp|P10768|ESTD_HUMAN	13.269937	13.838435	13.453716	13.297323	13.65316	13.086218	13.870475	14.479279	13.005685	13.396992	13.793414	13.480287	13.975011	14.09564	13.442329	13.439804	11.808444	13.039709	12.173799	12.1002445	12.231129
sp|P10809|CH60_HUMAN	14.500858	15.690419	14.314787	15.994544	15.172414	16.658731	14.818591	15.147813	15.601406	15.0257225	14.600539	15.395564	14.791122	14.971898	15.925964	16.679031	19.391281	19.623543	19.98458	19.6239	22.238668
sp|P10909|CLUS_HUMAN	14.401844	14.339052	14.116831	14.095208	16.183086	15.202753	13.9634905	14.916293	14.546332	13.915215	14.455156	14.910563	14.05278	13.793451	14.53051	15.74009	13.898946	12.25208	12.714508	13.595566	14.914102
sp|P10916|MLRV_HUMAN	21.511524	22.597395	21.620438	22.45869	22.550095	22.831463	21.367939	21.795506	22.416477	21.87181	21.266348	22.203295	21.483738	21.451748	22.489807	22.783403	22.226496	21.885742	22.393845	21.788904	23.935843
sp|P11021|GRP78_HUMAN	15.740918	16.492016	15.947028	16.87226	16.195515	16.816565	16.186718	15.729976	16.266033	15.989208	15.753764	15.966638	15.728452	15.6601715	16.123049	17.668833	16.73101	17.005476	17.16089	17.065487	16.251812
sp|P11047|LAMC1_HUMAN	15.556016	15.575554	15.439748	15.759003	14.839603	16.029984	15.958566	14.815641	15.691984	15.229576	15.1946	14.885212	15.367497	15.328896	15.001709	15.337939	20.609354	20.267021	19.956694	20.230951	14.024105
sp|P11055|MYH3_HUMAN	11.804076	12.755262	12.811292	12.221004	12.744087	13.710855	14.368738	13.342344	13.249571	13.420406	13.739365	13.871586	14.020044	13.560477	13.046997	12.8144245	19.011837	17.585339	20.460562	19.262197	15.034992
sp|P11142|HSP7C_HUMAN	17.190985	17.353882	17.187172	17.759861	17.675753	17.960606	17.24539	16.983696	17.374771	17.465416	16.994787	17.433636	17.163692	17.129341	17.560093	17.626558	18.295635	18.802834	19.187344	18.516174	18.401499
sp|P11177|ODPB_HUMAN	17.031013	17.291681	17.188833	17.689178	16.997074	18.373194	17.66921	17.366589	17.533844	17.422062	16.841112	17.389751	17.230118	17.21571	17.811377	17.82878	19.110998	20.621544	18.455553	16.379635	19.259226
sp|P11182|ODB2_HUMAN	14.293258	14.348552	14.544965	14.459157	13.958626	14.794636	14.666093	14.360869	14.61865	14.774584	14.185572	14.176764	13.402772	14.290214	14.732631	14.332832	15.312194	14.089125	15.67982	13.770989	13.857963
sp|P11216|PYGB_HUMAN	15.872962	14.536644	16.014666	14.615447	14.2165365	14.205155	15.719891	14.478303	13.872507	15.55084	15.598971	14.069999	14.703773	15.3515625	13.840893	13.280578	16.298347	16.71666	16.462246	16.693392	14.092662
sp|P11217|PYGM_HUMAN	13.15638	13.184191	13.382246	13.331979	12.289146	13.01129	13.936955	13.47251	13.306834	13.050861	13.558785	13.630226	14.389015	12.877443	12.490605	12.5723505	11.201917	8.711912	9.889296	11.421066	14.394199
sp|P11277|SPTB1_HUMAN	11.807617	12.166724	11.956365	12.4307785	11.587633	12.737364	12.225205	11.503006	12.880645	11.741074	11.959226	12.277708	12.198402	11.810575	12.259416	12.005831	14.970448	14.058915	13.681075	13.762319	11.717087
sp|P11279|LAMP1_HUMAN	11.834748	10.736623	11.415436	10.156344	7.215008	NaN	10.557599	10.316599	10.7388315	10.246098	9.938863	9.466316	7.586052	10.700353	7.998003	NaN	3.9372978	NaN	7.229487	4.9512863	NaN
sp|P11310|ACADM_HUMAN	17.094257	15.588014	16.209452	15.522151	15.626731	16.712091	15.736289	16.10146	15.860308	17.4118	16.485985	15.916152	16.613743	15.519506	16.687984	16.15125	18.769117	18.310139	18.80352	19.324213	18.645313
sp|P11532|DMD_HUMAN	14.643071	15.569098	14.824146	15.627504	14.978603	15.774254	15.177315	15.483695	15.805341	14.450804	15.176967	15.213271	15.809913	15.381132	15.819996	15.053475	12.479619	12.163328	11.802288	12.734127	10.899267
sp|P11586|C1TC_HUMAN	10.929272	11.006241	11.025025	11.129925	10.840593	11.737787	11.857379	10.795841	11.277325	11.748497	11.126	11.327843	11.310909	11.347024	10.960001	10.673716	7.9023533	0.018338442	4.5974636	NaN	12.056409
sp|P11678|PERE_HUMAN	7.9918046	3.4028163	8.069499	6.5046124	8.321336	7.329907	10.264571	8.506603	6.0767546	8.214703	8.449255	8.774157	9.87829	9.067097	6.8721676	NaN	NaN	NaN	3.4643242	7.7957535	9.835356
sp|P11766|ADHX_HUMAN	13.188868	14.506434	14.49305	14.649281	14.486759	14.17063	14.969023	14.307776	13.82727	14.441463	14.445039	14.281869	14.62347	14.38833	14.107762	14.486697	14.339859	14.530141	15.090011	15.338293	16.566587
sp|P12109|CO6A1_HUMAN	17.195242	16.47377	16.254686	16.478662	16.77862	15.796485	16.144009	16.212177	16.044228	16.113943	16.877392	16.230986	15.804114	16.378513	16.155863	15.847432	16.793558	14.633545	13.727383	13.394054	15.074104
sp|P12110|CO6A2_HUMAN	15.849179	15.326708	15.344181	15.264666	15.193007	14.312666	15.31003	15.094611	14.764893	14.894766	15.61913	14.618365	14.606737	15.426455	14.79704	14.55379	14.32336	12.596711	12.783426	9.6053095	15.628051
sp|P12111|CO6A3_HUMAN	17.597498	16.99415	16.801968	17.470573	18.052853	16.998835	16.837233	17.212666	17.13041	17.228941	17.46575	17.755259	16.657948	16.648012	17.517998	17.421669	18.137465	15.949459	16.188766	16.365667	16.867971
sp|P12235|ADT1_HUMAN	19.04026	17.806805	18.988617	17.844168	16.924603	16.395512	19.700157	18.758541	18.060013	18.837223	18.908535	17.550516	18.959244	19.399387	17.512938	17.105482	17.731712	17.664017	17.167496	17.156387	18.593782
sp|P12236|ADT3_HUMAN	12.126657	11.178124	11.527252	10.803691	9.670475	9.404823	12.228859	10.906672	11.165701	11.683529	11.412699	9.933262	11.07979	11.57583	10.393276	9.104596	9.669576	NaN	NaN	6.2018633	9.592024
sp|P12270|TPR_HUMAN	8.247591	10.870268	8.886849	8.9204855	9.896807	10.476387	6.0245495	9.944285	8.9782715	7.428089	8.925983	10.041692	8.920753	7.837866	10.506792	11.491454	11.030667	6.5860853	4.6798964	10.064245	NaN
sp|P12277|KCRB_HUMAN	16.784977	17.585989	17.232176	16.965311	16.528679	17.817337	16.287363	17.59084	17.366714	17.051859	16.266556	17.516045	17.03894	16.746613	17.334347	18.617785	16.910152	15.875842	17.264769	16.819597	18.605877
sp|P12429|ANXA3_HUMAN	10.496971	11.764567	10.0777235	12.484868	10.873209	10.768784	9.304996	10.069601	12.012904	10.373531	9.889755	11.18883	10.485661	10.308643	11.991301	13.216556	NaN	NaN	9.4120245	6.563751	9.4997
sp|P12694|ODBA_HUMAN	13.664407	16.090536	14.0378475	13.948729	13.458461	15.547151	11.856437	13.926173	15.230507	13.246704	12.502354	15.14712	11.751964	13.027915	16.125847	16.13987	11.822357	9.221695	14.141956	12.840424	14.470532
sp|P12814|ACTN1_HUMAN	16.175722	15.544124	15.58212	15.874193	15.248849	15.774467	16.035158	15.338561	15.812309	15.891409	15.158132	14.926515	14.705588	15.447464	14.648251	14.74282	18.345284	17.367542	18.225262	17.896027	8.884867
sp|P12829|MYL4_HUMAN	19.64819	19.484266	18.967266	19.980547	19.814531	20.61367	18.6403	18.931381	19.592876	19.257898	17.952522	19.008385	18.520645	18.586155	19.787327	19.330795	16.989704	17.340027	19.429855	19.364475	18.598372
sp|P12882|MYH1_HUMAN	20.336601	20.539879	20.080948	20.895596	19.134542	18.357347	19.515894	19.892338	20.735006	19.966724	19.157568	19.510044	19.369621	19.751066	20.218342	18.793255	21.72516	21.25663	20.933977	20.968533	22.099989
sp|P12883|MYH7_HUMAN	21.911667	22.816751	21.99828	23.023315	21.950699	22.775307	22.074839	21.822182	22.755417	22.022604	21.559086	21.99176	21.910957	21.940062	22.065617	22.165518	21.6483	21.709087	22.355217	22.020624	23.268177
sp|P12956|XRCC6_HUMAN	10.568184	11.113065	10.724957	11.059289	11.4896	11.239079	8.851625	10.053651	11.67533	10.608547	10.243122	11.071922	12.152908	9.600772	10.752007	11.666545	NaN	8.733469	NaN	NaN	10.305061
sp|P13010|XRCC5_HUMAN	11.262609	11.489433	10.851501	11.6866045	11.418437	11.210053	10.730436	10.562406	11.532359	11.017038	10.798587	10.768909	10.383896	10.34359	9.942349	11.020635	NaN	NaN	NaN	0.28977835	NaN
sp|P13073|COX41_HUMAN	16.83806	17.672607	16.950708	17.615427	16.23531	16.908178	15.923727	16.996483	17.499708	16.96864	16.526535	16.384342	17.166756	17.038345	16.82283	16.440546	18.777222	17.614246	16.907787	17.717836	12.158111
sp|P13489|RINI_HUMAN	13.271448	12.7076435	13.592305	13.421143	13.691271	13.270567	13.709965	13.029335	13.297761	13.46855	13.7912035	13.356212	12.687897	13.377559	12.941552	12.907389	17.995007	14.46967	15.272826	16.770615	6.398197
sp|P13533|MYH6_HUMAN	15.474803	14.756573	17.722805	14.377295	16.491928	14.5984335	18.83999	16.750275	15.161912	17.090675	17.55713	16.140066	17.913338	17.402504	14.178886	13.852154	18.639383	19.824123	19.882635	19.553648	20.393833
sp|P13535|MYH8_HUMAN	15.16822	16.401583	15.625909	16.436426	15.605028	16.487709	14.85832	15.6163435	16.767101	15.571035	14.818496	15.653464	14.724535	14.987932	15.700193	15.19475	12.751771	10.047908	12.52262	3.459531	13.4003315
sp|P13591|NCAM1_HUMAN	13.568891	14.075378	13.531089	14.18303	13.425123	14.746745	13.929966	13.943083	14.057107	13.624357	13.333067	14.305781	13.629437	13.445411	14.361471	14.503342	11.051198	7.813424	9.899313	NaN	10.737467
sp|P13611|CSPG2_HUMAN	11.262179	9.936572	10.544057	10.190953	10.757345	9.182607	10.524865	10.393886	8.326273	9.595186	10.539083	6.960947	8.716482	9.383118	7.819147	9.635384	12.974762	NaN	NaN	NaN	7.6325874
sp|P13637|AT1A3_HUMAN	10.435996	9.670201	12.28212	9.9081745	7.621193	6.3814588	12.86921	10.720816	8.07855	10.507708	11.071693	7.3360615	11.6264515	11.873895	8.562733	5.0972056	9.614613	9.7935915	10.451051	7.010373	13.716256
sp|P13639|EF2_HUMAN	13.667377	13.701071	14.783424	13.896268	14.65664	13.525031	13.444056	14.079433	13.815611	13.563093	14.452709	15.238854	14.2530575	14.291118	13.698672	13.377346	14.407258	13.343849	14.240796	14.497643	15.531465
sp|P13645|K1C10_HUMAN	12.3962965	13.125669	12.274348	13.933838	14.79287	17.940746	12.210474	13.697782	14.8212	14.431421	11.537066	18.851336	13.478366	11.947616	14.184248	16.268423	15.3728	14.772637	12.245476	16.282871	17.152317
sp|P13647|K2C5_HUMAN	12.310973	12.926821	10.967054	12.173293	11.371887	13.01773	12.12389	10.912897	11.517014	11.392242	10.868301	16.461075	10.911401	11.15039	12.111717	13.260411	0.7842853	9.114298	NaN	6.796011	14.017344
sp|P13667|PDIA4_HUMAN	8.983757	9.390231	9.081584	9.13761	10.051747	9.946851	8.840042	8.714466	9.704258	9.593845	9.317584	9.413465	8.820105	8.203274	9.52346	10.466821	9.31311	10.179803	11.186972	11.077741	3.6425745
sp|P13693|TCTP_HUMAN	14.610315	13.823573	14.727005	13.837815	14.778488	13.609884	14.536401	14.656323	14.049069	14.5256195	14.05626	14.445194	14.87177	14.290801	14.5157175	13.242106	12.701635	13.236046	13.477364	13.243502	12.930644
sp|P13716|HEM2_HUMAN	12.106654	12.148799	12.817514	11.389729	12.770992	12.458027	12.515463	13.244214	12.450129	12.074793	12.747887	12.704051	13.401749	11.961202	12.1521845	12.055815	2.9556196	8.239122	11.059778	8.15939	12.533849
sp|P13797|PLST_HUMAN	10.552405	10.775375	9.5490675	10.163447	10.639536	8.810793	10.393596	9.648503	9.518185	9.459616	10.306051	10.9489765	9.571613	9.462906	9.1883135	9.315928	8.667067	9.836819	10.342038	9.807256	11.317553
sp|P13798|ACPH_HUMAN	10.6975975	10.763512	11.206079	10.644953	10.464708	10.863255	10.767777	10.36684	11.258094	10.842094	10.609933	10.747183	11.132194	10.723334	10.7990055	11.113525	9.213562	NaN	9.513516	7.915452	15.708904
sp|P13804|ETFA_HUMAN	16.006361	16.226469	15.529429	16.312328	16.469458	17.298607	16.407873	16.628323	16.296604	16.666122	15.704413	16.83958	16.420784	16.354507	17.05546	17.200834	16.9479	17.72939	17.927944	17.767155	17.270935
sp|P13807|GYS1_HUMAN	13.571791	13.880182	13.573456	14.310682	11.843073	11.315076	13.584938	12.445498	13.439704	13.589491	13.043793	12.315729	12.110287	13.448789	13.10058	11.830447	14.30397	14.888112	14.448948	14.0233555	13.544029
sp|P13861|KAP2_HUMAN	12.871579	13.165814	12.391021	13.627949	12.785857	13.919161	12.030821	12.523279	13.393007	12.5998745	11.9694395	12.818996	12.360432	12.1592	13.605105	14.035104	10.131889	11.099258	10.564167	11.093848	11.863457
sp|P13929|ENOB_HUMAN	17.31571	17.41555	17.468008	17.99571	17.62586	17.60953	17.44212	17.662357	17.269121	17.180965	17.25525	17.684425	17.446507	17.037432	17.729233	17.451685	18.016748	18.544487	18.840189	18.720465	19.57671
sp|P13987|CD59_HUMAN	10.98291	12.610986	11.150009	11.755451	9.207969	7.83997	11.6066885	11.806421	10.386022	9.78187	11.228408	9.647944	10.860535	12.239686	10.037606	7.8535824	11.941246	12.025928	10.641193	11.542105	0.82577705
sp|P14174|MIF_HUMAN	16.764194	16.753849	16.073973	15.934782	16.078005	15.450581	16.26681	17.231953	15.535624	15.80629	17.198633	15.9931135	16.701881	16.99618	17.064247	16.171339	16.157652	16.701866	16.85854	17.13459	19.87745
sp|P14314|GLU2B_HUMAN	11.857096	12.546248	11.82788	12.244069	12.486583	12.795851	11.810782	11.406514	12.306328	11.708305	11.002644	11.807551	10.384341	10.774908	11.992786	12.485167	11.928014	13.099866	13.61461	13.828153	12.291295
sp|P14406|CX7A2_HUMAN	17.05706	16.58639	17.06437	16.550838	16.713549	17.748432	16.370094	16.901043	16.641066	17.148058	16.419935	16.625984	16.435123	16.764637	16.869448	16.836744	16.581236	17.087574	16.884792	17.089483	16.577076
sp|P14543|NID1_HUMAN	14.126343	13.922313	14.363769	14.193959	13.922306	14.25269	14.590256	13.730528	14.477027	14.464552	14.367249	13.685538	14.17447	14.475918	13.629435	13.855688	14.978177	14.853797	11.892342	13.668905	11.728502
sp|P14550|AK1A1_HUMAN	11.084196	10.315618	11.206532	10.649124	10.933688	9.340654	10.232922	11.260996	10.096259	10.960529	11.059388	10.785727	11.271711	10.436984	10.620546	11.412063	NaN	NaN	5.2465734	5.9210634	11.4273815
sp|P14618|KPYM_HUMAN	17.314024	16.832905	17.810915	16.752659	18.06026	17.316181	17.93554	17.695759	16.86511	18.033558	17.963394	17.406893	18.2406	17.640703	16.767498	17.094248	17.64052	18.262978	18.387846	18.201616	18.614887
sp|P14621|ACYP2_HUMAN	11.193838	11.103898	10.533142	11.07555	11.855661	12.113272	10.906762	11.496651	10.892188	11.536137	10.684982	11.475273	10.8859415	10.97257	11.715214	11.583186	9.623474	11.093325	11.152445	10.74143	13.600551
sp|P14625|ENPL_HUMAN	13.090205	13.206104	12.69524	13.008346	13.419813	14.33206	12.897225	12.4795265	13.414457	13.219698	12.633704	12.528938	12.28683	12.229382	13.058743	13.632198	17.403158	17.306767	17.618885	18.149374	15.295346
sp|P14672|GTR4_HUMAN	10.6045685	10.894704	11.0449505	9.64917	6.0801497	NaN	10.633486	10.233525	10.041205	9.995026	10.567009	7.479295	8.783963	10.723841	8.015893	3.2034845	NaN	NaN	NaN	NaN	NaN
sp|P14678|RSMB_HUMAN : sp|P63162|RSMN_HUMAN	9.500852	9.808347	9.498321	9.891022	10.55543	10.734288	9.27331	10.027603	10.075781	10.153189	10.03722	10.420434	9.464876	9.344729	9.908485	10.640531	NaN	NaN	NaN	NaN	6.5371895
sp|P14854|CX6B1_HUMAN	17.400993	17.886278	17.090746	18.254673	17.497036	19.113195	16.041214	17.940052	17.95957	17.714245	16.648375	17.850693	17.230442	16.985153	18.268517	18.601112	12.916965	13.001103	11.710212	12.583608	4.4697614
sp|P14866|HNRPL_HUMAN	12.322709	12.837228	11.66618	12.50367	12.393698	13.005881	10.809569	11.25415	12.747392	11.945425	11.336576	11.908084	10.686858	10.892325	12.046668	12.804177	14.012601	12.791387	11.829978	11.933955	NaN
sp|P14868|SYDC_HUMAN	10.247195	10.184145	10.100461	9.494066	9.65039	8.635526	10.156966	10.039892	10.3162775	9.8317795	10.473222	10.050666	10.692958	9.98528	9.804481	9.7427025	3.6771753	5.2452617	NaN	NaN	2.1952536
sp|P14923|PLAK_HUMAN	14.839865	14.967951	14.770457	14.7529335	14.35848	14.958059	14.288355	14.486499	15.583676	14.993891	14.486258	14.817128	14.735776	14.471916	13.730441	14.665707	16.234499	16.455774	16.819752	15.916749	16.91351
sp|P14927|QCR7_HUMAN	16.513744	16.843472	16.385841	16.790174	17.022644	17.926762	16.974455	17.07272	17.112547	17.010134	16.404089	17.454618	17.047337	16.539555	17.367498	17.763578	17.57153	17.12146	17.526043	18.160162	16.67405
sp|P15090|FABP4_HUMAN	15.009493	13.757861	14.511776	13.342702	15.1091	13.271758	14.591836	14.759812	14.557464	14.837334	15.368611	15.446834	14.7530575	14.698726	14.911846	13.306598	13.028827	13.833658	14.564429	15.456366	13.985546
sp|P15121|ALDR_HUMAN	13.201931	13.150376	13.537779	13.5512295	13.567615	13.335902	12.953942	13.689421	12.357054	13.6502495	13.358961	13.87341	14.5635605	13.452503	13.724747	13.825643	11.716262	14.621945	13.829448	14.354901	NaN
sp|P15259|PGAM2_HUMAN	14.852632	15.535368	14.286746	14.605641	14.34734	14.815966	14.475128	15.854173	14.882883	14.524973	14.875732	15.140252	16.219646	15.120146	15.2036915	16.07217	10.491651	9.905682	10.1972475	10.060659	5.2652173
sp|P15311|EZRI_HUMAN	12.151317	12.650302	12.680924	12.949277	13.233298	12.897905	11.6924515	12.043763	12.465163	12.31797	12.488725	12.956101	12.538348	12.174923	12.96305	13.053883	14.083473	13.702677	13.413415	12.93476	10.506313
sp|P15502|ELN_HUMAN	13.465595	13.683066	14.267433	11.544628	12.841571	11.144903	11.653482	11.6398535	10.727629	12.13122	12.748512	11.083206	8.772321	13.033715	8.824889	11.023061	13.911865	NaN	NaN	NaN	17.682213
sp|P15531|NDKA_HUMAN	7.7501945	5.574206	7.361308	7.3659525	8.535232	8.067083	8.693068	8.053319	5.544693	8.694345	9.408864	9.499348	9.21897	9.347051	7.793009	7.9127774	NaN	NaN	NaN	1.7484202	NaN
sp|P15880|RS2_HUMAN	11.841088	12.07541	12.063873	12.468735	11.950658	12.100829	11.949691	11.715829	11.997125	11.601679	11.781325	12.558535	11.785776	11.841596	11.202804	11.616238	11.577144	9.529427	10.461067	11.00188	12.463303
sp|P15924|DESP_HUMAN	16.3435	16.162466	17.210428	15.558627	18.12454	18.10375	17.831955	17.468822	16.359623	17.11902	16.912863	17.763336	17.829918	17.253769	16.864237	16.193157	14.975459	14.28798	13.105861	14.80098	13.229281
sp|P15954|COX7C_HUMAN	16.293884	15.709965	15.786468	15.832827	15.687648	15.6962185	15.691213	16.748806	16.337738	16.555866	16.150494	16.439648	16.680435	16.54725	15.686008	16.18447	17.236938	16.524353	16.575733	17.174057	15.937873
sp|P16083|NQO2_HUMAN	0.50902236	9.520727	NaN	9.222922	8.026802	6.0085664	7.8246737	8.217302	10.085031	12.462559	NaN	13.011102	-1.7842653	5.7484097	6.262642	10.442787	NaN	NaN	NaN	13.637562	NaN
sp|P16152|CBR1_HUMAN	11.465421	11.250006	11.318806	11.465737	12.061079	10.635363	10.951529	11.515941	11.0180235	11.184954	9.958284	11.765437	11.080061	10.752251	11.205077	12.174816	16.6042	16.143776	16.826916	17.452044	12.256932
sp|P16157|ANK1_HUMAN	7.81303	8.65773	10.548108	9.762649	11.299148	7.703883	11.45859	8.537295	12.907307	8.101341	11.661953	12.777463	12.283137	9.936003	11.271297	9.607827	6.0104494	10.360679	9.072052	NaN	12.593254
sp|P16219|ACADS_HUMAN	14.292649	14.089623	13.688736	12.559772	15.131867	14.885766	15.17812	15.159586	13.857346	14.825151	14.04331	14.491815	14.1498575	15.096441	14.164756	14.652594	13.150005	14.863045	15.639235	15.469077	13.247467
sp|P16401|H15_HUMAN	11.12769	10.029928	10.588608	9.047171	11.262834	10.681164	11.831332	11.229424	10.506872	11.425684	12.311244	11.9930935	10.498811	11.052766	10.095343	8.306119	NaN	7.296926	7.2105794	4.6403704	7.1932707
sp|P16403|H12_HUMAN	15.908183	15.395851	15.380221	15.232792	16.38623	15.813316	16.292791	15.294047	15.17525	15.278612	15.677062	16.179806	16.064144	15.509924	15.529034	15.475426	15.133369	13.466385	12.981535	13.314314	14.532375
sp|P16452|EPB42_HUMAN	4.1310024	6.005252	7.149405	6.599279	4.861262	5.9437203	8.055912	5.4480057	9.417119	2.6334505	8.95952	9.841481	9.676261	8.431229	8.660859	7.0327616	5.4164743	NaN	NaN	NaN	NaN
sp|P16520|GBB3_HUMAN	11.8859215	12.294236	8.647021	11.559511	4.3288984	6.6176424	5.745642	8.234111	11.441027	9.753746	6.3897495	8.086411	3.765164	8.965106	10.777829	10.682803	NaN	NaN	NaN	NaN	6.742625
sp|P16615|AT2A2_HUMAN	16.466099	15.8566265	16.331125	15.915284	14.321766	13.590953	16.894611	15.827786	16.388117	15.430841	15.7739	14.924908	16.48721	16.333439	14.676011	13.4083805	17.818316	16.487438	16.305023	17.130428	8.913162
sp|P16671|CD36_HUMAN	15.282834	15.2952175	15.006874	15.339981	15.443943	16.3715	15.812246	15.220068	15.812176	15.514196	15.002967	15.941171	15.628295	15.371365	15.724997	16.101603	14.075676	12.447621	10.383633	12.069023	11.285795
sp|P16949|STMN1_HUMAN	9.354875	10.129506	9.767376	10.051327	10.281678	10.456331	10.136861	10.244905	9.216644	10.278259	10.370638	10.544712	8.760472	9.155108	10.366291	10.630525	8.011551	9.508168	9.354377	6.727127	9.7051115
sp|P16989|YBOX3_HUMAN	12.668134	14.161032	14.417448	13.822457	14.8593025	14.436195	13.559022	12.349287	12.648889	14.370459	13.314221	12.486905	11.919613	13.471299	13.701658	12.983158	8.994252	13.3426895	12.023032	10.941566	7.546436
sp|P17174|AATC_HUMAN	16.323517	16.512897	16.763706	16.62575	16.51317	16.128178	16.524921	16.412678	16.29543	16.640514	16.294147	16.661783	16.86264	16.487764	16.524073	17.038965	17.611872	18.228073	18.406368	18.13441	13.974842
sp|P17302|CXA1_HUMAN	10.587948	10.535286	9.372923	7.246868	9.786096	7.015087	11.201328	10.051298	10.1938505	10.480587	9.952522	10.439984	10.415228	10.463991	NaN	10.379265	NaN	NaN	NaN	NaN	NaN
sp|P17540|KCRS_HUMAN	19.045937	18.976068	19.076221	18.650621	17.67419	18.688377	19.898476	18.871647	19.03149	19.280891	18.939276	19.023869	19.443752	19.107126	18.670284	18.58023	19.82627	20.330196	19.936316	20.06337	20.040699
sp|P17568|NDUB7_HUMAN	13.098498	13.962507	13.103282	13.149156	11.421164	12.087947	11.027774	13.229305	13.066602	12.439482	12.835833	11.597895	12.884961	13.710809	12.146922	12.012249	13.199286	12.606044	11.962076	11.902114	11.775687
sp|P17612|KAPCA_HUMAN	13.262276	12.7756	12.651519	13.114462	11.249343	10.787517	12.557864	12.396132	12.677054	12.205639	12.340455	11.260161	12.347331	12.984929	11.628095	10.819496	8.881528	9.514793	9.190878	8.906981	7.5607743
sp|P17655|CAN2_HUMAN	10.6848345	6.1685314	10.99899	7.16258	7.5994387	7.121184	10.644056	8.685636	7.9613175	10.123491	9.911763	6.21717	9.9450245	9.377945	7.3880568	NaN	11.650969	10.088603	NaN	NaN	10.312214
sp|P17661|DESM_HUMAN	20.614971	20.103422	20.39718	20.52722	20.842999	21.551065	20.012753	20.088715	20.292841	20.471598	19.600975	20.138304	19.560173	20.033636	20.769278	20.50871	20.793837	22.226048	21.316835	21.179468	20.69397
sp|P17858|PFKAL_HUMAN	9.324749	8.416589	9.022047	9.083328	6.706267	5.0085464	8.405135	NaN	8.489428	7.573894	6.653304	7.294569	8.000673	7.1947737	6.5056105	8.575632	NaN	NaN	NaN	4.2919855	7.3192396
sp|P17931|LEG3_HUMAN	13.493509	14.548494	14.111311	14.716736	15.603665	16.082676	13.905026	15.061522	14.826444	15.013763	14.829404	14.908015	14.679905	13.962719	15.312843	15.8004055	14.796076	13.746184	14.670064	15.596567	16.240143
sp|P17980|PRS6A_HUMAN	11.534145	11.845332	11.558552	12.066015	12.148013	12.7162	11.374526	11.5639105	11.863718	12.011747	11.34047	11.775488	11.186813	11.040062	11.877513	12.516969	8.136658	10.130713	11.237153	10.094309	12.9886675
sp|P17987|TCPA_HUMAN	11.911088	11.150932	11.932649	11.517365	12.019689	11.918201	11.753554	11.338406	11.842514	11.811287	11.841184	11.6858835	12.029566	11.797068	11.637049	11.684982	NaN	12.119183	11.413455	8.7336445	9.5196705
sp|P18085|ARF4_HUMAN	NaN	NaN	7.3418484	NaN	4.9709845	NaN	7.2267103	3.4925027	NaN	NaN	7.8563147	NaN	7.4529247	6.2935524	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|P18124|RL7_HUMAN	10.441592	10.802633	10.661525	10.450428	9.725827	9.667777	10.882435	9.762558	10.015663	8.938986	10.314267	10.928188	10.103294	10.198431	9.628648	9.862848	5.5390406	NaN	6.9406233	6.2120934	7.3371124
sp|P18135|KV312_HUMAN : sp|P18136|KV313_HUMAN	6.6190166	5.4609537	6.7361517	NaN	8.829308	7.1387186	8.669582	9.005214	11.768211	NaN	9.758278	8.807357	10.002427	5.902566	9.266798	9.962367	NaN	NaN	NaN	NaN	11.412589
sp|P18206|VINC_HUMAN	16.652313	16.526981	16.795942	16.434254	17.052864	17.072346	17.092165	16.224873	16.89672	16.976753	16.606543	16.559246	16.412388	16.781168	16.606697	16.515453	17.577133	18.26968	18.033634	17.707962	17.012302
sp|P18621|RL17_HUMAN	10.710345	9.081305	11.462095	9.077143	10.659417	9.060962	12.044498	10.618023	8.925227	10.840397	11.219443	10.692577	11.078989	11.255867	9.393572	8.498319	NaN	NaN	NaN	NaN	6.077917
sp|P18669|PGAM1_HUMAN	15.389902	14.917475	15.254223	15.118244	15.638484	14.79959	15.406152	15.667411	14.59391	15.786985	15.550122	15.731906	15.845601	15.39266	15.432793	15.553662	14.675861	15.855678	15.347944	15.12344	15.250304
sp|P18859|ATP5J_HUMAN	16.405546	15.925433	16.64721	15.920705	17.603815	18.268204	16.903706	17.401333	16.403728	17.358425	16.82448	18.104588	17.613705	17.338522	17.054329	16.685461	16.70604	17.957893	17.31259	17.691198	16.226103
