Protein	20161003_004_10188	20161003_006_686	20161003_007_534	20161003_009_10201	20161003_010_10132	20161003_012_10130	20161003_013_217	20161003_015_442	20161003_016_10206	20161003_019_10217	20161003_020_407	20161003_022_10204	20161003_023_397	20161003_025_523	20161003_026_10198	20161003_028_562	20170428_02_heartbiopsy_1	20170428_03_heartbiopsy_2	20170428_05_heartbiopsy_4	20170428_06_heartbiopsy_5	20170428_11_heartbiopsy_3
sp|P19012|K1C15_HUMAN	8.748123	7.4135194	8.8325205	5.627874	6.6231656	8.716493	5.797702	9.903781	5.7706957	8.117065	9.466836	10.355694	9.716302	8.937302	8.169311	4.9069133	NaN	NaN	NaN	7.2526865	NaN
sp|P19022|CADH2_HUMAN	17.194649	17.107845	17.4442	17.393372	16.936594	16.867722	16.957907	16.467796	17.755875	17.06432	16.401897	16.098495	16.238628	16.480015	16.274086	16.464369	16.657406	15.754814	14.66607	13.430946	14.841751
sp|P19237|TNNI1_HUMAN	11.662113	12.910252	12.128388	11.548735	10.465233	13.950359	6.961776	10.549665	6.519786	10.403463	12.41369	10.256851	10.29275	11.378524	9.685875	11.494153	11.032859	11.139806	12.191091	12.2680855	5.5530815
sp|P19338|NUCL_HUMAN	11.525047	12.271754	11.688838	11.991193	13.19961	13.143594	11.548311	12.525666	12.097905	11.978178	11.838763	12.946077	11.772746	11.316894	12.846256	12.890526	10.659629	10.52362	11.247628	11.264381	11.836007
sp|P19367|HXK1_HUMAN	14.212715	13.555638	13.439161	14.204686	12.974028	12.093847	14.153801	13.563563	13.55615	14.491314	13.882291	12.786824	13.0619755	13.788291	12.806726	13.110029	14.993379	15.691288	14.842472	15.781513	14.86028
sp|P19404|NDUV2_HUMAN	15.894753	16.29406	16.024574	15.965628	16.195948	17.499018	14.439409	16.162777	16.459675	16.346216	15.768186	16.45756	16.481895	15.965002	16.48249	17.002226	17.027456	16.970291	17.796692	17.753067	17.126179
sp|P19429|TNNI3_HUMAN	19.916964	20.303612	19.708338	20.743498	20.562002	21.395567	19.988134	20.407322	20.601725	20.196949	19.500195	20.5755	20.339245	20.073738	20.94258	20.944344	20.771414	21.094856	20.971884	20.664936	18.93736
sp|P19652|A1AG2_HUMAN	9.622356	6.0976315	11.471857	7.0942745	13.02673	8.823245	10.285254	11.287526	7.4045	9.260048	10.517231	10.67555	13.128708	11.124086	9.58607	6.4062314	12.441293	13.376539	13.735633	14.061781	13.828257
sp|P19823|ITIH2_HUMAN	13.552601	13.871625	13.3328085	14.142641	14.221358	13.181225	13.2726755	13.245266	13.4336195	13.034719	13.474118	13.23153	13.195444	12.962509	13.431888	14.021107	13.685338	13.707806	14.085402	14.31929	12.810482
sp|P19827|ITIH1_HUMAN	13.0348835	12.905463	11.51577	14.01199	12.334543	10.266147	11.980616	11.265962	12.2822895	10.455509	11.985332	9.975211	10.6660385	11.7301855	11.626453	13.378602	18.584595	18.67873	18.872734	18.706165	19.006237
sp|P19971|TYPH_HUMAN	12.687438	10.707547	12.183406	10.838858	14.517838	13.533726	10.894064	13.304335	10.441428	11.835358	12.553656	13.057429	12.540422	10.945685	12.296189	11.306337	5.515892	6.8461437	7.5490017	7.372302	NaN
sp|P20073|ANXA7_HUMAN	12.291301	12.368174	12.575364	12.680748	12.370924	11.798412	12.330845	12.019329	12.492624	12.401373	12.250452	11.917641	12.113389	11.994552	12.273769	12.862341	12.311206	12.346576	11.426889	11.6951475	NaN
sp|P20340|RAB6A_HUMAN : sp|Q9NRW1|RAB6B_HUMAN	10.567888	8.636639	10.344189	8.817557	9.987137	6.8673162	10.703812	9.652015	9.465771	10.379805	10.601639	9.914322	10.713848	10.146614	8.589434	8.037783	8.176488	8.145799	NaN	8.34562	1.1911204
sp|P20618|PSB1_HUMAN	10.447365	10.432618	11.161817	10.757606	10.686953	10.04806	10.974975	10.966104	10.136573	10.6298275	10.901287	10.601756	11.216623	10.967427	9.562821	9.792732	NaN	NaN	10.794177	9.387211	10.7010145
sp|P20674|COX5A_HUMAN	18.01689	18.482126	17.71127	18.728811	18.401274	19.782053	17.021803	18.822998	18.80571	18.572777	17.832941	18.689428	18.402565	17.899618	18.824123	19.381186	18.99848	19.143478	19.001844	19.074497	18.292797
sp|P20700|LMNB1_HUMAN	7.9375596	6.9549675	7.6975274	7.6574125	9.609249	10.288051	9.274483	9.630283	8.384412	8.963516	9.896281	9.956238	7.0391765	7.446419	8.580752	8.26515	NaN	NaN	NaN	10.614436	7.771919
sp|P20774|MIME_HUMAN	14.394919	14.166406	13.856265	13.789274	16.703772	16.294397	13.5689945	15.031682	12.828954	13.728004	14.496578	15.367116	14.613867	12.938071	15.145407	14.676568	15.1657505	15.749424	15.767592	15.145604	11.88402
sp|P20810|ICAL_HUMAN	13.2816305	13.679686	13.794397	14.100758	14.79317	14.540889	13.364329	14.272848	13.609976	13.904438	13.738712	14.208145	13.55784	13.565231	13.996766	14.500849	15.093538	11.304075	12.198885	12.403532	12.729233
sp|P20930|FILA_HUMAN	6.4825892	8.078449	4.5135784	9.727546	9.343442	13.063118	4.093852	7.517041	10.93024	7.8108096	NaN	12.853035	NaN	NaN	8.931606	12.83182	NaN	NaN	NaN	NaN	NaN
sp|P20962|PTMS_HUMAN	11.441503	11.520065	10.915795	11.75214	13.079114	12.832505	11.1144085	11.50822	11.256289	10.997078	10.971611	11.713878	10.735831	9.160139	11.905997	12.901872	11.108557	11.285273	11.704243	10.773538	8.248362
sp|P21266|GSTM3_HUMAN	12.614738	11.381396	12.743247	9.426315	12.119376	9.5303545	12.510173	12.868152	10.600438	12.402992	12.445778	11.56148	13.775578	13.23182	11.523615	10.63815	12.630592	7.0326233	8.833952	12.344017	10.465578
sp|P21291|CSRP1_HUMAN	11.098309	9.574351	10.523407	10.733943	12.468196	9.571223	12.828925	9.669224	8.52823	7.6011815	8.046442	10.4419775	10.034729	9.16902	10.378558	7.0893855	NaN	6.084503	11.141952	NaN	NaN
sp|P21333|FLNA_HUMAN	13.500352	12.902175	14.066905	12.164221	13.429642	12.713009	14.5839205	12.614676	12.765412	13.758934	13.658915	13.072339	13.323033	13.821943	12.531262	11.659339	14.128568	16.392258	15.0139885	15.371759	22.025831
sp|P21397|AOFA_HUMAN	13.067852	13.534867	13.599737	12.934802	13.001323	10.981375	14.072769	13.508668	13.4267	13.618244	13.953021	12.232037	13.334922	14.28145	12.911628	13.353139	12.312242	12.65204	10.80095	12.995579	13.267547
sp|P21399|ACOC_HUMAN	13.8904705	13.6374	13.968665	13.605075	13.579334	12.701034	13.901446	13.778439	13.064638	13.874731	13.922578	13.56504	13.82483	13.942129	13.118134	13.758422	14.132358	14.432129	15.025167	14.795767	15.2220335
sp|P21796|VDAC1_HUMAN	18.182486	18.397184	17.90341	18.247477	17.74025	18.486502	18.752426	18.533787	18.213985	18.281715	18.086632	18.20356	18.187908	18.318619	18.338152	18.904413	19.187544	19.452732	19.289248	18.859358	17.93137
sp|P21810|PGS1_HUMAN	15.04898	13.919288	13.98008	13.030099	16.497856	15.390613	14.565885	16.086086	12.754278	15.052933	16.024984	15.369193	13.452969	14.411132	14.4369955	13.8466625	14.705277	13.94753	13.507852	13.350005	12.163129
sp|P21912|SDHB_HUMAN	15.436865	15.539527	15.539362	15.278208	15.547561	16.725948	16.52268	16.115227	15.671941	16.22413	15.196216	15.959046	15.988585	15.82188	15.719185	15.601383	16.447664	16.595394	16.299297	16.586418	15.772881
sp|P21953|ODBB_HUMAN	11.478237	10.043012	12.411766	7.602551	7.84971	8.192112	12.702596	11.664677	11.457075	12.66571	12.554438	7.2639265	11.424079	12.198104	10.660207	8.166351	NaN	NaN	NaN	NaN	5.3698816
sp|P21980|TGM2_HUMAN	16.65497	15.964314	16.919981	16.238953	15.250293	15.326668	15.32097	15.096263	14.658276	16.613993	16.317808	14.72745	14.955501	15.751419	15.025039	14.618427	17.443102	18.268795	18.02336	17.13217	17.152763
sp|P22033|MUTA_HUMAN	11.996137	11.665947	11.689069	10.940288	10.945152	11.571025	12.074467	11.416257	11.432072	11.975332	11.021305	11.239205	11.496878	11.920394	11.190285	11.228142	NaN	9.38947	NaN	NaN	12.68747
sp|P22061|PIMT_HUMAN	15.8844385	16.050972	15.756254	16.37313	16.06094	16.530798	15.845482	15.884158	16.263506	15.832621	15.413491	15.592525	15.5661745	15.527016	16.132458	16.67592	17.091007	17.400452	17.027588	16.62353	18.683624
sp|P22105|TENX_HUMAN	12.747346	12.570795	12.233213	12.955735	13.786082	12.782157	12.365107	12.542089	10.823489	12.240959	11.68445	12.4691	11.57859	11.505506	11.572231	12.69032	14.248558	13.293036	13.7093525	14.148541	12.441144
sp|P22307|NLTP_HUMAN	10.006696	9.56217	9.639049	9.665471	10.870843	11.197598	10.3947315	10.48035	10.848837	9.950243	9.349372	10.548347	10.188215	9.594884	9.576775	10.317284	10.461017	10.676605	10.091591	11.873221	NaN
sp|P22314|UBA1_HUMAN	14.03787	13.320631	14.152375	13.752845	13.5959635	11.37372	13.737289	13.215366	13.55902	13.815733	13.925168	12.792957	12.864886	13.681562	12.54264	12.618506	9.911519	NaN	6.8291698	8.215198	9.698818
sp|P22352|GPX3_HUMAN	12.394326	11.950692	12.464325	12.645002	15.492514	13.618236	12.35374	12.657555	12.458632	11.838774	12.739499	13.631694	12.872065	11.672303	12.350535	12.283107	10.644367	12.160372	12.630597	13.873831	14.928352
sp|P22392|NDKB_HUMAN	11.188667	11.284613	11.466026	11.492813	12.724723	11.876499	12.4281025	12.397596	12.1029825	11.8665905	12.606735	12.973926	12.948734	12.005104	12.442415	12.711057	12.307536	12.027464	12.3458805	12.799915	NaN
sp|P22626|ROA2_HUMAN	14.1311865	14.803417	14.584158	14.712181	15.63815	16.149097	14.648018	14.988124	15.128354	14.638166	14.457241	15.227857	14.767767	14.15305	15.020908	15.413317	13.116771	13.625818	13.46108	13.595639	15.020278
sp|P22695|QCR2_HUMAN	18.396214	19.099285	18.393877	19.255714	18.166092	19.0857	18.842176	18.475548	18.94969	18.569193	18.37374	18.575443	18.81112	18.891039	18.700733	19.137707	19.43856	18.716774	18.831934	19.40589	19.145962
sp|P22830|HEMH_HUMAN	12.37143	12.12833	11.511019	12.643652	11.040418	11.87702	11.938911	11.357703	11.902437	12.386396	11.088541	11.634072	11.429192	11.663672	11.961628	11.635562	11.021212	7.021555	12.198418	10.808089	11.288301
sp|P23141|EST1_HUMAN	11.019113	11.71767	11.659006	11.536346	11.682547	11.229673	8.700541	10.911876	11.567428	11.855043	11.312824	12.447977	10.544857	9.904791	12.224507	9.929492	NaN	10.318666	11.264811	NaN	14.675216
sp|P23142|FBLN1_HUMAN	10.08016	9.449197	9.722733	9.598771	11.046217	10.054284	9.116237	9.578777	10.014762	9.946419	10.893093	9.971534	9.513592	8.19928	9.820862	9.9408455	8.496922	11.281124	9.127399	8.676107	NaN
sp|P23246|SFPQ_HUMAN	13.844138	13.257171	13.484745	12.7890625	14.477691	14.1439085	13.783073	13.282209	12.7229185	13.053263	12.936164	13.68662	12.981036	12.859109	13.122069	13.222649	11.603298	11.26533	12.2388935	12.092029	10.369259
sp|P23284|PPIB_HUMAN	13.101815	12.824401	12.74078	13.039511	14.414105	13.6959	13.414056	13.337224	13.265311	13.465412	13.562438	14.22891	13.252849	12.620712	13.58501	13.9237175	10.235233	12.049396	12.372133	11.056792	11.01465
sp|P23297|S10A1_HUMAN	16.812155	13.796766	16.912561	15.024725	16.189127	13.101842	16.307459	16.860256	14.913284	16.312183	17.230824	16.02308	17.049553	16.56611	15.641052	13.066695	17.384008	18.098122	18.575613	18.297596	19.295803
sp|P23327|SRCH_HUMAN	16.974863	17.462223	17.07725	16.910309	17.249863	18.322187	17.220888	16.97144	17.20809	17.1423	16.207699	16.62685	16.579689	16.62527	17.513216	16.651045	13.423455	14.977506	14.127672	12.711886	16.250381
sp|P23368|MAOM_HUMAN	12.443776	12.061785	12.778014	12.221211	12.397909	12.258031	13.405528	12.682972	12.735395	12.592163	12.510402	12.493167	13.135046	12.973412	12.5572815	12.406967	15.084208	14.809556	13.911871	16.566698	12.222154
sp|P23381|SYWC_HUMAN	12.831251	13.671795	12.694958	14.00104	12.605299	12.822387	12.742268	11.854508	13.761596	12.53443	13.05103	12.948421	12.994771	12.684423	13.309631	13.925171	13.8954735	14.311633	13.629609	12.296324	9.650669
sp|P23396|RS3_HUMAN	12.171014	12.21023	12.232053	12.314749	12.7199745	12.2902155	12.4340315	12.229787	12.258927	12.355524	12.111352	12.652955	12.378398	12.169998	12.156061	12.590594	11.40427	11.927903	12.3269415	12.077231	11.461256
sp|P23434|GCSH_HUMAN	13.0060835	12.804958	12.880318	12.745929	13.452638	14.495801	13.250303	13.696456	13.651101	13.37888	12.826701	13.214853	13.456352	13.400175	14.103535	13.611464	14.710022	15.529254	15.719405	16.067135	14.627342
sp|P23458|JAK1_HUMAN	11.803634	14.450924	11.596271	14.517623	13.853485	16.311188	11.669791	13.285784	14.5508375	12.555519	11.921634	13.337703	11.993343	12.307738	14.444583	15.432142	10.359566	8.944046	8.233974	8.98415	NaN
sp|P23526|SAHH_HUMAN	13.281979	14.421518	13.891519	10.90269	13.704892	13.924491	14.788531	14.730595	14.659825	11.785982	14.220101	14.408247	14.824699	14.904976	15.064902	13.964997	13.445957	13.769962	13.31928	13.426964	12.476461
sp|P23528|COF1_HUMAN	15.663037	14.650712	15.8758955	15.06179	15.579259	14.605496	15.311304	15.744555	15.32847	16.085108	15.928895	15.065313	15.678687	15.345472	15.631557	14.126875	16.877388	17.810028	17.05413	16.9671	17.654179
sp|P23588|IF4B_HUMAN	8.137078	9.266826	8.749193	9.350607	9.851827	10.358454	8.992268	9.225664	9.604473	8.316671	7.8587856	9.443212	8.098346	7.505521	9.952042	11.756958	NaN	7.2311883	5.8089266	NaN	NaN
sp|P23786|CPT2_HUMAN	16.520031	13.257302	16.24388	13.952035	12.616377	12.334175	15.380094	14.818801	14.331811	15.642622	14.660201	12.375835	14.947475	15.140871	14.800135	11.957851	13.820685	14.240191	14.296361	14.424403	13.471265
sp|P23946|CMA1_HUMAN	10.356845	11.32624	10.114922	11.815167	12.075207	11.475051	10.982782	11.24965	11.876881	11.774797	10.213204	11.511493	10.040244	9.712142	11.152999	12.366932	4.965827	8.522947	7.1012287	6.1550245	14.681111
sp|P24043|LAMA2_HUMAN	13.41255	12.318881	13.746071	13.593052	13.465318	13.700417	13.833075	13.10155	13.742714	13.582901	13.488898	13.0935955	13.829547	13.495756	11.862529	13.6875725	13.569186	12.580925	13.613559	14.022624	14.107789
sp|P24298|ALAT1_HUMAN	8.824883	9.389683	9.816907	9.253204	7.9148564	8.155094	9.202621	8.624369	8.285226	9.712524	9.9495	8.99205	9.823297	8.677216	6.5438976	8.250566	NaN	NaN	NaN	NaN	7.588371
sp|P24310|CX7A1_HUMAN	16.848513	15.506665	16.625067	15.333159	15.877286	16.009644	15.826922	16.533752	16.822725	16.927229	16.35468	16.355858	17.149055	16.705763	15.316374	16.500626	18.008898	17.122952	17.024103	18.147657	18.410183
sp|P24311|COX7B_HUMAN	12.562808	12.372844	13.083269	12.491688	13.099345	12.797253	13.189549	13.173437	12.935086	13.552071	12.924004	13.3445	13.512582	13.21282	12.041438	13.483649	11.898974	13.111377	13.269599	13.691409	11.000338
sp|P24534|EF1B_HUMAN	10.3315735	10.528343	10.608867	11.389163	10.739213	11.055925	10.259002	10.526598	10.427584	10.529257	10.225135	10.849022	10.241172	10.216682	10.950223	10.855217	9.813376	13.013169	14.141746	13.14623	12.502502
sp|P24539|AT5F1_HUMAN	17.010386	15.795683	17.18976	15.538098	16.226944	15.903446	17.137383	16.752407	16.173483	17.09512	16.83847	16.7297	17.05106	17.358696	15.714008	15.195034	17.79283	17.761883	17.861828	18.643948	14.8591585
sp|P24666|PPAC_HUMAN	12.872657	13.025233	12.861696	12.499076	12.876948	13.761	12.9314	12.832465	12.569692	14.034315	13.669772	14.529265	13.716696	13.509001	14.150682	13.888331	11.940725	13.160986	12.277565	12.5116205	12.105808
sp|P24752|THIL_HUMAN	18.484648	17.758024	18.368198	18.012533	18.488693	19.078526	18.754572	18.340878	18.501493	18.662275	18.141521	18.827288	18.732872	18.468525	18.472088	18.76111	18.752914	17.978168	18.645676	18.935825	20.22706
sp|P24844|MYL9_HUMAN	11.683004	12.636319	10.853752	11.548978	13.435687	12.56385	12.438438	12.124628	11.906262	11.238243	11.816147	12.215723	11.226021	11.132578	11.962855	12.980798	11.857713	13.736936	11.990962	12.355045	12.797583
sp|P25325|THTM_HUMAN	9.708705	9.272512	10.327383	9.894239	9.872018	9.618588	10.047839	10.666736	9.842823	9.833561	10.393193	10.05004	10.207432	10.598321	10.618025	10.0545	14.411586	12.850164	12.978028	12.044431	14.228125
sp|P25398|RS12_HUMAN	10.622888	11.109365	10.696444	11.538394	11.334369	12.366342	10.631211	11.175979	11.372324	11.162636	10.808518	11.641651	11.05645	10.880638	11.252527	12.08541	NaN	NaN	NaN	NaN	11.195044
sp|P25705|ATPA_HUMAN	19.608644	20.032862	19.056028	20.015266	19.302378	20.799702	19.38989	19.345627	20.118643	19.67978	18.718681	19.96337	19.242672	19.264898	20.563614	20.680058	21.05874	20.896393	21.190638	21.082445	20.454412
sp|P25786|PSA1_HUMAN	11.530346	11.341706	11.619594	11.755286	11.95523	11.956623	11.821657	11.944564	11.498166	12.031948	11.676571	12.084781	12.091575	11.584587	11.949034	12.385551	5.3694825	6.2832556	8.78492	4.409098	15.03619
sp|P25787|PSA2_HUMAN	12.954275	12.991972	13.07576	12.020013	12.907393	13.382222	12.710042	13.2878	12.815844	13.25145	12.905991	12.984165	12.982411	12.638639	12.858569	13.852782	8.883059	9.559491	12.071821	10.915738	11.627252
sp|P25788|PSA3_HUMAN	12.09956	11.831558	12.614856	11.923646	12.031325	12.32023	13.488518	12.520737	11.618689	12.537609	12.478291	12.245901	13.041091	12.894655	11.803037	11.957301	18.41329	19.116413	18.90493	18.698633	15.383325
sp|P25789|PSA4_HUMAN	14.147294	14.240109	14.143301	14.172458	13.773941	14.257276	14.3222	13.653229	14.014837	14.149433	13.650489	13.618539	13.751284	13.74607	13.557009	13.745932	7.347048	11.513304	11.470398	12.512024	14.900075
sp|P25815|S100P_HUMAN	2.5792046	NaN	NaN	NaN	4.557789	4.4275336	4.0907493	7.810111	NaN	NaN	7.8814363	9.707477	4.4232674	6.9017596	4.7648	NaN	NaN	NaN	NaN	NaN	NaN
sp|P25940|CO5A3_HUMAN	9.869526	9.77091	9.996487	8.375335	10.527548	9.24488	10.0184965	8.06068	8.794886	9.539528	9.503591	9.298874	9.830022	10.1898365	8.272833	8.835233	4.5981417	5.065796	5.220805	7.629011	NaN
sp|P26038|MOES_HUMAN	13.181462	14.706878	13.281449	15.764042	13.841439	14.038344	13.089913	13.435012	14.2708845	13.408216	13.256617	13.646628	13.475351	12.925974	13.691695	14.565344	16.333838	16.859062	17.242985	17.325365	18.34853
sp|P26373|RL13_HUMAN	12.252132	12.403061	12.2335	12.259782	11.159419	11.145811	12.227681	11.481433	11.663851	11.605848	11.1746025	12.041477	10.843965	12.094191	11.090335	10.995735	8.566699	NaN	9.258536	9.679721	9.690645
sp|P26440|IVD_HUMAN	13.651726	14.189019	12.997945	14.353121	13.577518	14.961951	13.180932	13.906119	13.977253	14.21599	13.136273	13.546339	13.060496	13.544	14.1685505	14.464791	12.862127	13.409105	13.67462	12.834902	13.85657
sp|P26447|S10A4_HUMAN	13.549704	13.544095	12.665953	12.41069	14.788823	13.790166	13.990782	13.147101	13.013732	12.019585	13.278296	13.395804	13.392697	11.874537	13.491138	14.509323	12.775055	11.26389	12.435801	13.317631	17.466087
sp|P26583|HMGB2_HUMAN	10.651128	11.176407	10.479569	10.947129	11.644234	12.025221	10.350108	11.420955	10.790824	10.553167	10.972594	11.337236	10.524405	10.158604	11.1416025	11.906559	3.6139975	5.58862	NaN	8.312435	9.066187
sp|P26599|PTBP1_HUMAN	11.3009205	11.667808	10.754233	11.705344	11.871251	10.689575	10.987915	11.135872	11.55722	11.0681305	11.255932	11.448109	11.024879	10.391466	11.447274	11.134839	NaN	NaN	5.5236626	NaN	NaN
sp|P26641|EF1G_HUMAN	12.232176	12.068008	12.122098	12.460944	11.368948	10.693985	11.919969	11.627427	12.034579	12.288134	12.268309	12.387703	12.131713	12.150401	11.542339	12.008717	10.086412	11.753935	11.560065	11.585791	13.191816
sp|P26678|PPLA_HUMAN	15.18796	15.637276	14.70895	15.7231045	11.814609	11.0354	15.050032	13.539975	14.874762	14.161509	13.578646	12.694711	13.125939	14.585169	13.580537	12.882494	15.838931	14.934165	14.4873905	14.317759	12.653216
sp|P26885|FKBP2_HUMAN	12.349929	11.817496	12.1270485	11.881676	12.239476	12.5129	12.137802	12.015139	12.305716	12.235765	12.036917	12.346897	11.73277	11.712585	12.330206	12.232501	8.616119	4.402055	10.117665	10.506512	13.072785
sp|P27105|STOM_HUMAN	10.3379135	9.876036	12.080274	9.392023	10.028002	7.955625	11.895041	9.516435	10.984505	9.726383	11.611497	10.274262	12.137088	11.356342	8.918687	8.352419	11.780373	10.618659	10.277432	12.669489	10.449514
sp|P27144|KAD4_HUMAN	17.01559	16.829546	16.72973	16.98984	16.900232	17.515585	16.410566	17.054012	16.543839	17.015738	16.487078	17.089745	16.38557	16.469227	17.237429	17.313107	15.639861	16.551579	16.669334	16.25986	16.771694
sp|P27338|AOFB_HUMAN	14.973917	15.222195	14.811703	14.976095	13.18904	12.98851	15.208091	14.273184	14.734373	15.022472	14.739473	13.44802	14.20682	14.998938	13.773337	14.284463	14.062416	14.501949	14.323656	13.387974	11.623398
sp|P27348|1433T_HUMAN	12.56786	12.665116	12.941884	13.090052	13.224135	12.275206	13.219811	12.593887	11.975055	12.997135	12.902739	12.536839	12.05167	13.1041975	12.21602	13.0086	14.621597	14.780266	14.310592	14.953722	12.902417
sp|P27482|CALL3_HUMAN	NaN	NaN	3.969215	-0.12753543	NaN	5.4205847	NaN	NaN	6.4268246	-0.31004143	NaN	11.292523	NaN	NaN	NaN	3.9583979	3.0077417	NaN	NaN	3.2579856	9.568745
sp|P27635|RL10_HUMAN	11.364265	11.194346	11.710102	10.683431	9.99929	10.252718	11.630322	11.001357	9.606851	9.851492	11.080537	10.594496	11.073145	11.755088	10.306262	7.9664073	NaN	8.319752	9.844903	10.078762	7.799314
sp|P27797|CALR_HUMAN	13.423485	13.5421915	13.823066	13.1063595	14.713041	15.150736	13.475629	14.1815	13.877037	14.010727	13.8786335	14.469443	13.92008	13.499404	13.749413	13.618493	13.416758	14.442286	14.042927	13.923843	9.84325
sp|P27816|MAP4_HUMAN	13.570997	13.762606	14.042158	14.427964	14.486265	13.551065	13.998332	13.448815	13.555102	13.706619	13.510777	13.745839	12.994102	13.586293	14.122321	13.377526	16.872747	13.766286	13.74919	16.07595	11.363153
sp|P27824|CALX_HUMAN	12.789263	12.250529	13.10707	12.21591	12.549648	11.408493	13.558467	12.406191	11.879115	12.770838	13.025557	12.556562	12.753967	12.806948	10.990753	9.855843	11.821484	13.775838	13.733646	12.046564	14.601022
